식품명,식품기원명,대표식품코드,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량,업체명,데이터생성일자,데이터기준일자
수수경단,외식(분석함량),2064,100g,218,46.2,8.2,1.4,1.1,43.1,,,14,9.6,91,1182,238,0,0,0,0.09,0.03,2,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2000-12-31,2023-08-31
수수부꾸미,외식(분석함량),2065,100g,248,44.5,5.73,6.29,1.36,42.1,0.24,7.9,17,0,111,191,261,0,0,4,0.116,0.032,0.561,0,,0,0.97,0.03,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
수수팥떡,외식(분석함량),2066,100g,204,48.3,6.7,0.59,1.34,43.03,2.82,8.6,21,0,117,249,242,0,0,3,0.057,0.019,0.501,0,,0,0.16,0,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
시루떡,외식(분석함량),2067,100g,217,45.2,5.47,0.61,1.18,47.54,3.22,4.4,18,0.01,88,201,278,3,0,39,0.143,0.078,0.595,0.01,,0,0.24,0,식품의약품안전처,100g,해당없음,2012-02-28,2023-08-31
시루떡_녹두,외식(분석함량),2067,100g,246,40.2,7.74,2.53,1.4,48.08,4.05,4.9,26,0,110,251,264,0,0,0,0.133,0.024,0.375,0,,0,0.52,0,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
쑥떡,외식(분석함량),2068,100g,249,37.5,3.36,0.4,0.84,57.89,10.72,2.4,17,0,41,75,254,5,0,63,0.008,0,0.058,0,,0,0.2,0,식품의약품안전처,100g,해당없음,2014-09-30,2023-08-31
인절미_콩고물,외식(분석함량),2070,100g,231,42.4,5.52,1.15,1.24,49.69,2.81,2.1,12,0.33,46,88,337,0,0,0,0.04,0.03,0.439,0,0,0,0.23,0.01,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
인절미_팥고물,외식(분석함량),2070,100g,204,49.1,4.2,0.9,1,44.8,,,16,1.9,37,58,269,0,0,0,0.06,0.02,0.7,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,1996-12-31,2023-08-31
절편,외식(분석함량),2071,100g,197,51,3.82,0.8,0.81,43.58,0.08,1.2,16,0.34,46,29,258,,0,35,0.008,0.017,0.241,0.35,0,0,0.25,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
찰시루떡,외식(분석함량),2073,100g,181,54.2,6.63,0.41,1.13,37.63,1.22,1.4,21,1.16,97,265,182,0,0,2,0.018,0.045,0.281,0,0,0,0.13,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
찹쌀떡,외식(분석함량),2074,100g,277,29.8,3.26,0.15,0.78,65.61,17.54,1.4,12,0,41,53,226,0,0,0,0.03,0.003,0.171,0,,0,0.15,0,식품의약품안전처,100g,해당없음,2012-02-28,2023-08-31
찹쌀떡_팥,외식(분석함량),2074,100g,266,35.2,4.09,2.14,0.86,57.66,24.35,2.1,12,0.53,56,78,191,,0,1,0.061,0.009,0.085,0.29,0,0,0.27,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
다식_송화,외식(분석함량),2080,100g,369,11.9,8.3,4.48,1.35,73.97,26.65,8.8,139,0,158,365,13,4,0,47,0.204,0.074,5.821,0,,0,0.89,0.01,식품의약품안전처,30g,해당없음,2014-09-30,2023-08-31
다쿠아즈,외식(분석함량),2081,100g,447,20.4,8.33,26.65,1.24,43.39,38.13,3,38,2.65,168,291,51,,77,58,0.082,0.337,0.405,0.28,0,39.99,12.93,0.23,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
도넛_찹쌀,외식(분석함량),2082,100g,296,31.5,5.04,5.26,1.08,57.07,17.32,2.9,25,0.01,135,65,347,1,1,5,0.146,0.038,0.667,0,,1.65,2.79,0.06,식품의약품안전처,70g,해당없음,2012-02-28,2023-08-31
마카롱,외식(분석함량),2086,100g,480,16.6,6.92,30.11,1.11,45.23,41.94,2.4,112,2.59,154,265,47,,82,67,0.189,0.341,1.892,0.2,0,26.1,14.96,0.26,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
버터크림빵,외식(분석함량),2093,100g,383,26.1,8.18,18.41,1.11,46.23,11.99,2.6,40,0,92,113,319,47,43,48,0.169,0.164,2.78,0,,29.69,14.06,0.46,식품의약품안전처,60g,해당없음,2012-02-28,2023-08-31
샌드위치_닭고기,외식(분석함량),2096,100g,250,48.9,16.28,11.19,2.7,20.89,3.64,1.4,58,1.77,185,245,753,3,2,12,0.23,0.3,7.72,0.8,0.1,35,2.12,0.03,농촌진흥청(국가표준식품성분표),100g,해당없음,2018-12-31,2023-08-31
샌드위치_생선,외식(분석함량),2096,100g,257,48.4,10.29,12.45,2.13,26.69,3.53,1,37,1.5,116,206,602,5,1,44,0.21,0.14,2.15,1.8,0.2,35,1.95,0.08,농촌진흥청(국가표준식품성분표),100g,해당없음,2018-12-31,2023-08-31
샌드위치_소고기,외식(분석함량),2096,100g,244,49.9,15.17,10.3,2.41,22.21,3.84,1.3,55,2.64,200,224,653,2,2,0,0.217,0.287,4.343,0,0,30,3.4,0.39,농촌진흥청(국가표준식품성분표),100g,해당없음,2018-12-31,2023-08-31
샌드위치_소시지,외식(분석함량),2096,100g,276,48.4,10.3,15.57,1.96,23.74,3.56,1.4,45,0.67,134,145,542,,10,34,0.389,0.073,6.693,1.03,0,31,5.62,0.07,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
샌드위치_참치,외식(분석함량),2096,100g,222,60.7,9.32,14.04,1.4,14.6,4.04,2.1,53,0,110,148,366,22,11,138,0.108,0.1,0.668,1.92,,23.14,2.84,0.12,식품의약품안전처,250g,해당없음,2017-12-31,2023-08-31
샌드위치_햄_치즈,외식(분석함량),2096,100g,218,56.2,7.4,9.9,1.6,24.8,,5.3,56,6.9,123,158,451,31,24,80,0.13,0.21,2.4,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
샌드위치_햄_치즈,외식(분석함량),2096,100g,284,47.1,8.57,15.75,1.63,26.95,4.13,0.8,75,0.49,126,92,488,,35,164,0.084,0.129,0.617,1.77,0,33.57,6.93,0.1,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
샌드위치_햄_치즈_채소,외식(분석함량),2096,100g,214,57.4,8.66,10.38,2,21.55,4.67,5.5,78,0.56,165,187,532,37,24,150,0.373,0.103,1.306,7.31,0,23.54,3.1,0.19,농촌진흥청(국가표준식품성분표),100g,해당없음,2017-04-01,2023-08-31
소보로빵,외식(분석함량),2097,100g,396,16.3,9.02,13.25,1.21,60.22,16.76,4.1,35,0,136,126,289,48,44,42,0.159,0.085,0.964,0,,33.7,6.61,0.3,식품의약품안전처,70g,해당없음,2013-03-31,2023-08-31
소보로빵_맘모스빵,외식(분석함량),2097,100g,354,27.6,6.77,13.65,0.89,51.07,25.73,3.7,26,0.48,107,125,137,,31,33,0.068,0.06,0.318,0.69,0,23.19,6.81,0.11,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
식빵_통밀식빵,외식(분석함량),2100,100g,279,35.3,9.33,5.26,1.5,48.64,4.49,5,35,1.5,171,179,660,,15,8,0.509,0.106,0.589,0.1,0,11.48,2.67,0.06,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
앙금빵_앙버터빵,외식(분석함량),2101,100g,372,30.5,7,19.72,1.12,41.64,16.29,4.1,30,0.62,100,136,221,,84,51,0.077,0.055,3.854,0.18,0,31.27,10.53,0.39,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
케이크_초콜릿케이크,외식(분석함량),2110,100g,420,25,5.31,24.96,1.09,43.6,23.13,2.4,44,0,110,235,170,39,37,33,0.157,0.091,0.179,0,,50.84,14.39,0.38,식품의약품안전처,100g,해당없음,2013-03-31,2023-08-31
케이크_치즈케이크,외식(분석함량),2110,100g,329,42.5,7.23,20.63,1,28.64,15.28,1.2,72,0,130,126,201,119,116,43,0.01,0.162,0.064,0,,126.78,10.99,0.61,식품의약품안전처,100g,해당없음,2013-03-31,2023-08-31
크로켓(고로케)_채소,외식(분석함량),2112,100g,301,43.9,7.13,16.38,1.45,31.19,3.37,1.1,32,0.01,106,144,403,28,16,143,0.208,0.171,3.403,5.43,,41.89,3.59,0.15,식품의약품안전처,100g,해당없음,2012-02-28,2023-08-31
파이/만주_만주,외식(분석함량),2116,100g,318,22.7,7.33,2.34,0.79,66.86,32.07,4.9,44,0,102,86,169,15,14,13,0.075,0.039,0.199,0.44,,22.39,1.3,0.06,식품의약품안전처,70g,해당없음,2013-03-31,2023-08-31
페이스트리,외식(분석함량),2118,100g,457,17.4,8.56,26.28,1.32,46.45,8.21,3,31,0.01,94,119,423,71,65,77,0.165,0.164,3.615,0,,24.21,17.24,0.84,식품의약품안전처,70g,해당없음,2012-02-28,2023-08-31
프레즐,외식(분석함량),2119,100g,312,28.1,8.37,6.45,1.99,55.14,7.94,3.2,66,0.61,100,125,215,,44,17,0.355,0.074,0.52,0.77,0,19.78,4.25,0.11,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
피자_불고기피자,외식(분석함량),2120,100g,253,45.3,13.7,8.35,2.05,30.6,4.6,2.5,240,0,223,165,458,48,42,68,0.305,0.135,0.27,1.28,,22.85,4.65,0.2,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
피자_치즈피자,외식(분석함량),2120,100g,277,38.5,15.7,7.9,2.25,35.6,3.4,3.2,339,0,274,140,475,67,60,86,0.1,0.135,0.085,0.19,,24.02,5.75,0.2,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
피자_페퍼로니피자,외식(분석함량),2120,100g,266,40.6,14.7,7.4,2.2,35.15,3.75,2.8,269,0,241,152,473,65,56,106,0.185,0.14,0.445,1.6,,20.87,5.45,0.2,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
피자_포테이토피자,외식(분석함량),2120,100g,251,48,11.2,10.2,1.92,28.64,3.4,2.7,216,0,203,207,400,44,37,84,0.2,0.1,0.224,0.83,,19.58,4.12,0.12,식품의약품안전처,250g,해당없음,2017-12-31,2023-08-31
핫도그,외식(분석함량),2122,100g,341,41.9,7.98,23.23,1.96,24.95,3.95,2.6,29,0.26,71,58,398,,3,13,0.166,0.063,0.817,0.61,0,12.64,3.44,0.05,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
핫도그_감자,외식(분석함량),2122,100g,324,45.7,8.31,23.17,2.36,20.45,2.3,2.9,28,0.07,71,118,490,,0,2,0.161,0.061,0.831,4.64,0,15.66,4.12,0.07,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
핫도그_모짜렐라,외식(분석함량),2122,100g,318,40.7,11.78,17.83,2.08,27.58,2.43,2.8,186,0.04,212,89,455,,27,10,0.176,0.079,0.144,0.28,0,18.63,4.9,0.23,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
햄버거,외식(분석함량),2123,100g,225,58.8,11.04,13.12,1.42,15.64,5.18,1.7,109,2.52,135,232,323,,5,94,0.142,0.092,0.981,0,0,29.58,3.73,0.29,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
햄버거_소고기패티,외식(분석함량),2123,100g,271,41.3,11.94,8.94,2.06,35.76,6.59,,30,1.19,134,234,594,27,0,326,0.107,0.092,1.635,0.53,0,14.77,4.21,0.33,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
햄버거_소고기패티_토마토_양상추,외식(분석함량),2123,100g,229,57.8,9.55,13.23,1.41,18.01,4.78,7.2,16,1.09,96,174,378,5,1,49,0.301,0.077,1.676,0.8,0,15.02,4.46,0.19,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
햄버거_치즈,외식(분석함량),2123,100g,284,45.9,15.07,15.35,2.16,21.51,4.66,1.1,90,1.29,159,248,525,,18,168,0.029,0.498,4.934,0.34,0,38.3,5.75,0.14,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
매작과,외식(분석함량),2129,100g,413,12.6,7.51,13.15,0.63,66.11,16.42,2.8,33,0,77,107,99,3,3,0,0.069,0.012,0,0,,33.42,2.35,0.1,식품의약품안전처,30g,해당없음,2014-09-30,2023-08-31
산자,외식(분석함량),2132,100g,366,12.2,2.31,3.09,0.24,82.17,31.35,0.5,6,0,29,41,23,0,0,0,0,0,0.483,0.1,,0,0.09,0,식품의약품안전처,30g,해당없음,2014-09-30,2023-08-31
약과,외식(분석함량),2134,100g,399,5.9,4.2,4.75,0.31,84.89,16.89,5.3,12,0,67,73,57,0,0,0,0.127,0.01,0.458,0,,0,1.22,0.04,식품의약품안전처,30g,해당없음,2014-09-30,2023-08-31
유과,외식(분석함량),2136,100g,424,9.7,2.81,12.83,0.38,74.23,24.15,1.1,58,0,62,35,23,0,0,0,0,0.019,0.513,0,,0,1.37,0.04,식품의약품안전처,30g,해당없음,2014-09-30,2023-08-31
간자장,외식(분석함량),3141,100g,127,71.3,3.44,3.39,1.26,20.65,1.87,4.4,18,0.01,36,112,418,2,0,21,0.036,0.077,0.826,0,,4.42,1.49,0.04,식품의약품안전처,650g,해당없음,2012-02-28,2023-08-31
국수_김치말이국수,외식(분석함량),3142,100g,50,87.2,2.15,0.8,1.23,8.67,1.38,0.8,22,0,29,99,354,14,3,134,0.108,0.03,0.04,0.28,,14.83,0.18,0,식품의약품안전처,600g,해당없음,2016-10-31,2023-08-31
국수_막국수,외식(분석함량),3142,100g,57,85.6,2,0.58,0.85,10.98,0.94,1.5,11,0,27,44,326,1,0,15,0,0.019,0,0,,4.32,0.1,0,식품의약품안전처,1000g,해당없음,2016-10-31,2023-08-31
국수_열무김치,외식(분석함량),3142,100g,54,86.9,1.88,1.28,1.29,8.7,2.33,1.2,32,0,23,109,376,21,0,251,0.133,0.033,0.201,0.14,,1.92,0.08,0.01,식품의약품안전처,800g,해당없음,2017-12-31,2023-08-31
기스면,외식(분석함량),3143,100g,61,85.3,3.78,1.07,0.85,8.98,0.05,0.7,34,0,34,46,276,4,2,29,0,0.03,0.663,0.16,,41.65,0.21,0,식품의약품안전처,1000g,해당없음,2013-03-31,2023-08-31
냉면_물냉면,외식(분석함량),3144,100g,66,83.4,1.99,0.63,0.86,13.12,2.52,0,17,0.35,27,37,347,,1,23,0.177,0.022,0.927,0,0,9.1,0.17,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
냉면_비빔냉면,외식(분석함량),3144,100g,131,70.9,3.43,3.61,0.97,21.1,3.79,1.2,22,0.66,47,89,311,,2,274,0.231,0.047,1.443,0,0,12.66,0.51,0.01,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
냉면_열무냉면,외식(분석함량),3144,100g,66,83.2,2.61,0.72,1.25,12.19,3.39,5.1,22,0,28,79,394,19,5,159,0.174,0.087,0.371,0,,8.47,0.17,0,식품의약품안전처,800g,해당없음,2012-02-28,2023-08-31
냉면_회냉면,외식(분석함량),3144,100g,114,72.1,3.2,1.4,1.1,22.2,,4.8,47,7,48,115,276,37,13,282,0.13,0.17,0.6,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
떡만두국,외식(분석함량),3146,100g,89,78.8,2.87,1.62,0.87,15.82,0.02,1.2,14,0,36,53,283,5,0,65,0.086,0.148,0.656,0,,17.49,0.49,0.01,식품의약품안전처,700g,해당없음,2012-02-28,2023-08-31
라멘_간편조리세트_매운돈코츠라멘,외식(분석함량),3147,100g,91,82.4,3.82,5.09,1.32,7.38,1.17,1.7,19,0.24,32,84,427,,1,54,0.018,0.085,0.338,0.23,0,21.5,0.71,0.01,식품의약품안전처,1669g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
라멘_돈코츠라멘,외식(분석함량),3147,100g,98,82.3,4.14,6.42,1.29,5.87,0.77,0.9,14,0.27,28,73,377,,1,6,0.097,0.033,0,0.16,0,20.85,1.23,0.01,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
라멘_미소라멘,외식(분석함량),3147,100g,89,79.8,4.57,2.77,1.49,11.36,1.1,1.1,16,0.4,36,94,388,,3,23,0.196,0.05,0,0.14,0,20.91,0.54,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
라멘_소유라멘,외식(분석함량),3147,100g,72,83.5,3.65,2.36,1.33,9.12,0.84,0.7,14,0.3,31,78,420,,2,8,0.147,0.047,0,0.16,0,20.67,0.77,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
라멘_시오라멘,외식(분석함량),3147,100g,84,80.3,4.68,2.13,1.33,11.54,0.93,1.2,13,0.42,38,105,292,,1,10,0,0.052,0.144,0.22,0,23.31,0.53,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
라면_간편조리세트_?c양꿍요괴라면,외식(분석함량),3148,100g,88,80.1,2.41,2.77,1.24,13.49,0,0.8,30,0.33,38,70,491,,4,111,0.182,0.212,0.317,0.57,0,5.35,1.35,0.01,식품의약품안전처,1284g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
라면_국물,외식(분석함량),3148,100g,19,95.4,0.44,0.96,1.17,2.08,0,0.8,5,0.08,10,56,380,10,0,119,0.068,0.125,0.048,0,0,0,0.45,0.01,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
라면_김치,외식(분석함량),3148,100g,85,80.8,2.12,2.6,1.25,13.26,0.18,1.3,45,0,32,91,389,11,1,126,0.088,0.243,0.312,0,,7.02,1.05,0.02,식품의약품안전처,650g,해당없음,2015-06-30,2023-08-31
라면_떡,외식(분석함량),3148,100g,102,76.8,2.1,2.47,0.94,17.72,0.06,1.1,49,0.34,34,55,301,,3,72,0.11,0.283,0.232,0.22,0,6.08,0.81,0.01,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
라면_라면만,외식(분석함량),3148,100g,84,80.6,1.76,2.18,1.04,14.44,0.11,0.8,48,0.27,27,56,306,,1,67,0.024,0.334,0.346,0.15,0,2.32,0.78,0.01,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
라면_면,외식(분석함량),3148,100g,174,60.9,3.89,4.37,1.06,29.79,0,3.8,97,0.21,47,55,278,1,0,15,0.056,0.372,0.197,0,0,0,2.01,0.04,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
라면_비빔라면,외식(분석함량),3148,100g,189,58.8,3.38,5.67,1.14,31.01,1.81,2.3,8,0.33,38,47,375,17,0,205,0.136,0.024,0.248,0,0,0,2.51,0.03,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
라면_용기면,외식(분석함량),3148,100g,101,77.2,1.89,2.99,1.32,16.58,0,2,59,0.25,31,65,376,9,0,106,0.104,0.184,0.213,0.4,0,0,1.39,0.02,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
라면_용기면_국물,외식(분석함량),3148,100g,28,93.4,0.61,1.44,1.39,3.21,0,0.7,8,0.11,16,61,423,13,0,157,0.039,0.102,0.069,0.72,0,0,0.66,0.01,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
라면_용기면_면,외식(분석함량),3148,100g,192,56.9,3.5,4.95,1.24,33.42,0,3.6,123,0.44,50,71,316,3,0,41,0.187,0.287,0.394,0,0,0,2.31,0.04,농촌진흥청(국가표준식품성분표),100g,해당없음,2014-12-31,2023-08-31
라면_용기면_볶음라면,외식(분석함량),3148,100g,202,54.8,4.52,5.39,1.39,33.9,3.28,2.3,16,0.54,39,63,435,36,0,429,,1.17,,0,0,0,2.26,0.03,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
라면_짜장라면,외식(분석함량),3148,100g,177,59.9,3.66,4.28,1.16,31,0.63,1.7,76,0.4,41,75,306,1,0,13,0,0.533,0.467,0,0,0,1.69,0.03,농촌진흥청(국가표준식품성분표),100g,해당없음,2016-12-31,2023-08-31
라면_짬뽕라면,외식(분석함량),3148,100g,92,80.1,2.84,3.51,1.25,12.27,0.21,1.1,78,0,41,88,333,17,0,203,0.177,0.211,0.28,0,,14.23,1.15,0.01,식품의약품안전처,750g,해당없음,2015-06-30,2023-08-31
라면_치즈,외식(분석함량),3148,100g,99,78.8,2.8,3.83,1.2,13.33,0.15,1.3,56,0,65,60,352,17,9,95,0.11,0.287,0.13,0,,17.28,1.57,0.03,식품의약품안전처,600g,해당없음,2015-06-30,2023-08-31
막국수,외식(분석함량),3149,100g,109,73.2,3.8,1.1,1,20.9,,5.7,22,8.3,44,97,273,18,3,175,0.12,0.15,0.3,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
만두_고기만두,외식(분석함량),3150,100g,208,54.8,9.38,6.58,1.45,27.79,0.49,5.8,65,3.1,105,237,261,10,0,125,0.448,0.071,0.636,0,0,7.35,2.41,0.03,농촌진흥청(국가표준식품성분표),100g,해당없음,2015-12-31,2023-08-31
만두_김치만두,외식(분석함량),3150,100g,187,59.5,8.13,6.59,1.96,23.82,0.67,6.2,74,2.47,98,233,423,10,0,117,0.163,0.083,0.855,0,0,7.68,2.37,0.02,농촌진흥청(국가표준식품성분표),100g,해당없음,2015-12-31,2023-08-31
만두국,외식(분석함량),3151,100g,62,86.4,3.06,2.49,1.2,6.83,0.44,4.6,18,0,32,73,338,9,0,101,0.187,0.1,0.93,0,,13.5,0.61,0.01,식품의약품안전처,700g,해당없음,2012-02-28,2023-08-31
메밀소바_간편조리세트_부타이 마제소바,외식(분석함량),3153,100g,146,67.4,5.68,4.22,1.24,21.44,3.06,1.3,32,0.47,60,139,310,,13,149,0.22,0.078,0.461,0,0,29.47,0.95,0.02,식품의약품안전처,914g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
밀면_물밀면,외식(분석함량),3154,100g,71,81.9,2.46,0.5,0.98,14.19,3.68,1.3,12,0.25,23,44,303,,2,77,0.177,0.023,0.179,0.21,0,7.37,0.15,0,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
볶음면_간편조리세트_소고기 야끼소바,외식(분석함량),3155,100g,190,66.2,6.55,12.1,1.3,13.81,3.86,3.5,23,0.59,63,121,367,,4,52,0.183,0.086,0.427,0.33,0,15.33,2.94,0.58,식품의약품안전처,470g,프레시지,2022-06-30,2023-08-31
분짜,외식(분석함량),3156,100g,136,70.4,5.91,3.66,0.33,19.75,5.47,0.9,12,0.52,56,106,398,,0,91,0.1,0.04,0.022,0.53,0,17.97,1.15,0.01,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
비빔국수,외식(분석함량),3157,100g,113,73.3,3.4,2.1,1.2,20,,4.5,21,5.2,40,101,337,41,4,442,0.18,0.09,0.3,0,,,0,0,농촌진흥청(국가표준식품성분표),100g,해당없음,2011-12-31,2023-08-31
비빔국수,외식(분석함량),3157,100g,113,72.8,3.2,1.86,1.17,20.94,4.31,1.1,17,0.47,43,97,333,,5,113,0.102,0.022,0.773,0.66,0,7.04,0.34,0.02,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
비빔면_간편조리세트_매콤제육비빔면,외식(분석함량),3159,100g,153,67.1,5.7,5.48,1.57,20.17,4.33,1.8,12,0.54,66,195,373,,0,312,0.221,0.083,0.595,0.48,0,7.97,1.06,0.03,식품의약품안전처,1154g,신세계푸드 피코크,2022-06-30,2023-08-31
수제비_간편조리세트_들깨버섯 수제비,외식(분석함량),3160,100g,83,79.7,2.88,1.34,1.24,14.83,0.83,1.2,18,0.53,72,193,415,,0,7,0.163,0.03,0.772,0.88,0,0,0.19,0.02,식품의약품안전처,1494g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
수제비_간편조리세트_우삼겹 짬뽕 수제비,외식(분석함량),3160,100g,110,76.9,3.62,4.58,1.39,13.51,1.94,1.1,90,0.56,141,177,397,,3,213,0.244,0.048,0.892,0.61,0,7.21,1.18,0.1,식품의약품안전처,1415g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
짬뽕_차돌박이,외식(분석함량),3172,100g,88,81,4.58,3.42,1.21,9.82,0.69,1.4,15,0.6,45,99,342,,1,144,0.186,0.067,1.905,0.36,0,17.83,0.85,0.02,식품의약품안전처,100g,해당없음,2022-06-30,2023-08-31
수제비_간편조리세트_해물 백짬뽕 수제비,외식(분석함량),3160,100g,79,81.9,3.63,2.4,1.29,10.76,1.14,0.7,18,0.44,49,87,407,,0,29,0.374,0.025,0.412,2.98,0,18.51,0.26,0.01,식품의약품안전처,1542g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
스파게티_간편조리세트_감바스알리오올리오,외식(분석함량),3161,100g,171,65.7,4.78,7.44,0.78,21.33,1.08,1.3,15,0.57,92,72,229,,4,8,0.177,0.023,0.997,0.16,0,13.1,1.03,0.01,식품의약품안전처,680g,프레시지,2022-06-30,2023-08-31
스파게티_간편조리세트_바질크림 빠네 파스타,외식(분석함량),3161,100g,215,56.5,5.4,9.37,1.43,27.31,2.62,2.8,84,0.6,165,123,395,,6,50,0.174,0.048,1.111,0,0,3.6,6.09,0.02,식품의약품안전처,776g,프레시지,2022-06-30,2023-08-31
스파게티_간편조리세트_베이컨까르보나라,외식(분석함량),3161,100g,159,69,4.02,7.78,0.97,18.29,2.63,1.2,34,0.28,77,109,205,,1,11,0.282,0.068,0.348,0.3,0,9.26,4.79,0.01,식품의약품안전처,915g,GS 리테일 심플리쿡,2022-06-30,2023-08-31
스파게티_간편조리세트_볼로네제라구파스타,외식(분석함량),3161,100g,179,64.6,8.1,8.75,1.61,16.93,3.51,1.7,59,0.8,92,235,332,,11,264,0.102,0.095,0.369,0.08,0,14.72,2.2,0.07,식품의약품안전처,757g,프레시지,2022-06-30,2023-08-31
스파게티_간편조리세트_쉬림프 로제파스타,외식(분석함량),3161,100g,144,71.4,4.24,7.58,1.97,14.76,3.53,2.3,30,0.38,77,128,237,,3,61,0.187,0.066,0.576,1.01,0,11.8,3.84,0.03,식품의약품안전처,901g,HY 잇츠온,2022-06-30,2023-08-31
